HP:0000001	All
HP:0009350	Synonym('Fragmentation of end part of innermost long bone of the middle finger', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009351	Irregular epiphysis of the proximal phalanx of the 3rd finger
HP:0009351	Synonym('Irregular end part of innermost long bone of the middle finger', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009352	Ivory epiphysis of the proximal phalanx of the 3rd finger
HP:0009352	Synonym('Increased bone density of end part of the innermost middle finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009353	Pseudoepiphysis of the proximal phalanx of the 3rd finger
HP:0009991	Complete duplication of the distal phalanx of the 5th finger
HP:0009991	Synonym('Complete duplication of the outermost pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009991	Synonym('Complete duplication of the outermost little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009991	Synonym('Complete duplication of the outermost pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009992	Complete duplication of the middle phalanx of the 5th finger
HP:0009992	Synonym('Complete duplication of the middle little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009992	Synonym('Complete duplication of the middle pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009992	Synonym('Complete duplication of the middle pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009993	Complete duplication of the proximal phalanx of the 5th finger
HP:0009993	Synonym('Complete duplication of the innermost little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009993	Synonym('Complete duplication of the innermost pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009993	Synonym('Complete duplication of the innermost pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009994	Partial duplication of the distal phalanx of the 5th finger
HP:0009994	Synonym('Partial duplication of outermost pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009994	Synonym('Notched outermost pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009994	Synonym('Bifid terminal phalanx of the 5th finger', scope='EXACT')
HP:0009994	Synonym('Partial duplication of outermost little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009994	Synonym('Partial duplication of outermost pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009995	Partial duplication of the middle phalanx of the 5th finger
HP:0009995	Synonym('Partial duplication of the middle pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009995	Synonym('Partial duplication of the middle pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009995	Synonym('Partial duplication of the middle little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009996	Partial duplication of the proximal phalanx of the 5th finger
HP:0009996	Synonym('Partial duplication of the innermost little finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009996	Synonym('Partial duplication of the innermost pinkie finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009996	Synonym('Partial duplication of the innermost pinky finger bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009997	Duplication of phalanx of hand
HP:0009997	Synonym('Duplication of finger bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0009998	Complete duplication of phalanx of hand
HP:0009998	Synonym('Complete duplication of hand bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0009999	Partial duplication of the phalanx of hand
HP:0009999	Synonym('Partial duplication of hand bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010000	Complete duplication of the proximal phalanges of the hand
HP:0010000	Synonym('Complete duplication of the innermost bones of the hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010001	Complete duplication of the distal phalanges of the hand
HP:0010001	Synonym('Complete duplication of the outermost bones of the hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010002	Complete duplication of the middle phalanges of the hand
HP:0010002	Synonym('Complete duplication of the middle bones of the hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010003	Partial duplication of the proximal phalanges of the hand
HP:0010003	Synonym('Partial duplication of the innermost bones of the hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010004	Partial duplication of the distal phalanges of the hand
HP:0010004	Synonym('Bifid terminal phalanges of the hand', scope='EXACT')
HP:0010004	Synonym('Partial duplication of the outermost bone of the hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010005	Partial duplication of the middle phalanges of the hand
HP:0010005	Synonym('Partial duplication of the middle bones of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010006	Duplication of the proximal phalanx of hand
HP:0010006	Synonym('Partial/complete duplication of the proximal phalanges of the hand', scope='EXACT')
HP:0010006	Synonym('Duplication of the innermost bones of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010008	Duplication of the middle phalanx of hand
HP:0010008	Synonym('Partial/complete duplication of the middle phalanges of the hand', scope='EXACT')
HP:0010008	Synonym('Duplication of the middle bones of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010009	Abnormal 1st metacarpal morphology
HP:0010009	Synonym('Abnormality of the 1st metacarpal', scope='EXACT')
HP:0010009	Synonym('Abnormality of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010010	Abnormal 2nd metacarpal morphology
HP:0010010	Synonym('Abnormality of the 2nd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010010	Synonym('Abnormality of the 2nd metacarpal', scope='EXACT')
HP:0010011	Abnormal 3rd metacarpal morphology
HP:0010011	Synonym('Abnormality of the 3rd metacarpal', scope='EXACT')
HP:0010011	Synonym('Abnormality of the 3rd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010012	Abnormal 4th metacarpal morphology
HP:0010012	Synonym('Abnormality of the 4th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010012	Synonym('Abnormality of the 4th metacarpal', scope='EXACT')
HP:0010013	Abnormal 5th metacarpal morphology
HP:0010013	Synonym('Abnormality of the 5th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010013	Synonym('Abnormality of the 5th metacarpal', scope='EXACT')
HP:0010014	Abnormality of the epiphysis of the 1st metacarpal
HP:0010014	Synonym('Abnormality of the end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010015	Absent epiphysis of the 1st metacarpal
HP:0010015	Synonym('Absent end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010016	Bracket epiphysis of the 1st metacarpal
HP:0010016	Synonym('Bracket shaped end part of 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010017	Cone-shaped epiphysis of the 1st metacarpal
HP:0010017	Synonym('Cone-shaped end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010018	Enlarged epiphysis of the 1st metacarpal
HP:0010018	Synonym('Enlarged end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010019	Fragmentation of the epiphysis of the 1st metacarpal
HP:0010019	Synonym('Fragmentation of the end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010020	Irregular epiphysis of the 1st metacarpal
HP:0010020	Synonym('Irregular end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010021	Ivory epiphysis of the 1st metacarpal
HP:0010021	Synonym('Increased bone density of end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010022	Pseudoepiphysis of the 1st metacarpal
HP:0010023	Small epiphysis of the 1st metacarpal
HP:0010023	Synonym('Small end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010024	Epiphyseal stippling of the first metacarpal
HP:0010024	Synonym('Stippling of the epiphysis of the 1st metacarpal', scope='EXACT')
HP:0010024	Synonym('Speckled calcifications in the end part of the first long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010025	Triangular epiphysis of the 1st metacarpal
HP:0010025	Synonym('Triangular end part of the 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal
HP:0010026	Synonym('Absent/small 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010026	Synonym('Absent/underdeveloped 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010027	Broad 1st metacarpal
HP:0010027	Synonym('Wide 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010028	Bullet-shaped 1st metacarpal
HP:0010028	Synonym('Bullet-shaped 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010029	Curved 1st metacarpal
HP:0010029	Synonym('Curved 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010030	Osteolytic defects of the 1st metacarpal
HP:0010031	Patchy sclerosis of the 1st metacarpal
HP:0010031	Synonym('Uneven increase in bone density in 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010033	Triangular shaped 1st metacarpal
HP:0010033	Synonym('Triangular shaped 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010034	Short 1st metacarpal
HP:0010034	Synonym('First metacarpal hypoplasia', scope='EXACT')
HP:0010034	Synonym('Hypoplastic 1st metacarpal', scope='EXACT')
HP:0010034	Synonym('Short first metacarpal', scope='EXACT')
HP:0010034	Synonym('Short first metacarpals', scope='EXACT')
HP:0010034	Synonym('First metacarpals hypoplastic', scope='EXACT')
HP:0010034	Synonym('Shortened 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010035	Aplasia of the 1st metacarpal
HP:0010035	Synonym('Absent first metacarpal', scope='EXACT')
HP:0010035	Synonym('Absent 1st long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010036	Aplasia/Hypoplasia of the 2nd metacarpal
HP:0010036	Synonym('Absent/small 2nd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010036	Synonym('Absent/underdeveloped 2nd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010037	Aplasia of the 2nd metacarpal
HP:0010037	Synonym('Absent 2nd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010038	Short 2nd metacarpal
HP:0010038	Synonym('Rudimentary 2nd metacarpal', scope='EXACT')
HP:0010038	Synonym('Shortened 2nd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010038	Synonym('Hypoplastic 2nd metacarpal', scope='RELATED')
HP:0010039	Aplasia/Hypoplasia of the 3rd metacarpal
HP:0010039	Synonym('Absent/underdeveloped 3rd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010039	Synonym('Absent/small 3rd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010040	Aplasia of the 3rd metacarpal
HP:0010040	Synonym('Absent 3rd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010041	Short 3rd metacarpal
HP:0010041	Synonym('Short third metacarpals', scope='EXACT')
HP:0010041	Synonym('Hypoplastic 3rd metacarpal', scope='EXACT')
HP:0010041	Synonym('Small 3rd metacarpals', scope='EXACT')
HP:0010041	Synonym('Shortened 3rd long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010042	Aplasia/Hypoplasia of the 4th metacarpal
HP:0010042	Synonym('Absent/small 4th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010042	Synonym('Absent/underdeveloped 4th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010043	Aplasia of the 4th metacarpal
HP:0010043	Synonym('Absent 4th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010044	Short 4th metacarpal
HP:0010044	Synonym('Shortened 4th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010044	Synonym('Hypoplastic fourth metacarpal', scope='EXACT')
HP:0010044	Synonym('Short fourth metacarpals', scope='EXACT')
HP:0010044	Synonym('Short 4th metacarpals', scope='EXACT')
HP:0010045	Aplasia/Hypoplasia of the 5th metacarpal
HP:0010045	Synonym('Absent/underdeveloped 5th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010045	Synonym('Absent/small 5th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010046	Aplasia of the 5th metacarpal
HP:0010046	Synonym('Absent 5th metacarpal', scope='EXACT')
HP:0010046	Synonym('Absent 5th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010047	Short 5th metacarpal
HP:0010047	Synonym('Short fifth metacarpal', scope='EXACT')
HP:0010047	Synonym('Fifth metacarpal hypoplasia', scope='EXACT')
HP:0010047	Synonym('Hypoplastic 5th metacarpal', scope='EXACT')
HP:0010047	Synonym('Short fifth metacarpals', scope='EXACT')
HP:0010047	Synonym('Shortened 5th long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010048	Aplasia of metacarpal bones
HP:0010048	Synonym('Absent metacarpal', scope='EXACT')
HP:0010048	Synonym('Absent long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010048	Synonym('Absent metacarpals', scope='EXACT')
HP:0010049	Short metacarpal
HP:0010049	Synonym('Short metacarpal bones', scope='RELATED', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0010049	Synonym('Metacarpal hypoplasia', scope='EXACT')
HP:0010049	Synonym('Shortened long bone of hand', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010049	Synonym('Hypoplastic metacarpal', scope='EXACT')
HP:0010049	Synonym('Shortening of metacarpals', scope='EXACT')
HP:0010049	Synonym('Short metacarpals', scope='EXACT')
HP:0010049	Synonym('Shortened metacarpals', scope='EXACT')
HP:0010049	Synonym('Brachymetacarpalia', scope='EXACT')
HP:0010049	Synonym('Shortened long bones of hand', scope='EXACT')
HP:0010051	Deviation of the hallux
HP:0010051	Synonym('Displacement of the hallux', scope='EXACT')
HP:0010051	Synonym('Displacement of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010052	Abnormal morphology of the proximal phalanx of the hallux
HP:0010052	Synonym('Abnormal innermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010052	Synonym('Abnormality of the proximal phalanx of the hallux', scope='EXACT')
HP:0010053	Abnormality of the distal phalanx of the hallux
HP:0010053	Synonym('Abnormality of the outermost bone of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010054	Abnormality of the first metatarsal bone
HP:0010054	Synonym('Abnormality of the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010055	Broad hallux
HP:0010055	Synonym('Abnormally broad great toes', scope='EXACT')
HP:0010055	Synonym('Broad great toe', scope='EXACT')
HP:0010055	Synonym('Broad big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010055	Synonym('Wide big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010055	Synonym('Broad great toes', scope='EXACT')
HP:0010055	Synonym('Broad halluces', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0010056	Abnormality of the epiphyses of the hallux
HP:0010056	Synonym('Abnormality of the end part of the big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010057	Abnormal hallux phalanx morphology
HP:0010057	Synonym('Abnormal big toe bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010057	Synonym('Abnormality of the phalanges of the hallux', scope='EXACT')
HP:0010058	Aplasia/Hypoplasia of the phalanges of the hallux
HP:0010058	Synonym('Absent/small big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010058	Synonym('Absent/underdeveloped big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010059	Broad hallux phalanx
HP:0010059	Synonym('Broad bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010059	Synonym('Wide bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010059	Synonym('Broad phalanges of the hallux', scope='EXACT')
HP:0010060	Bullet-shaped hallux phalanx
HP:0010060	Synonym('Bullet-shaped phalanges of the hallux', scope='EXACT')
HP:0010060	Synonym('Bullet-shaped bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010061	Curved hallux phalanx
HP:0010061	Synonym('Curve bones of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010061	Synonym('Curved phalanges of the hallux', scope='EXACT')
HP:0010062	Osteolytic defects of the phalanges of the hallux
HP:0010063	Patchy sclerosis of hallux phalanx
HP:0010063	Synonym('Uneven increase in bone density in big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010063	Synonym('Patchy sclerosis of the phalanges of the hallux', scope='EXACT')
HP:0010064	Symphalangism affecting the phalanges of the hallux
HP:0010064	Synonym('Fused big toe bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010064	Synonym('hallucal symphalangism', scope='EXACT')
HP:0010065	Triangular shaped phalanges of the hallux
HP:0010065	Synonym('Triangular shaped bones of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010066	Duplication of phalanx of hallux
HP:0010066	Synonym('Duplication of big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010066	Synonym('Duplication of great toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0010066	Synonym('Partial/complete duplication of the phalanges of the hallux', scope='NARROW')
HP:0010066	Synonym('Hallucal duplication', scope='EXACT')
HP:0010066	Synonym('Duplicated hallux', scope='EXACT')
HP:0010066	Synonym('Duplication of phalanx of big toe', scope='EXACT')
HP:0010067	Aplasia/hypoplasia of the 1st metatarsal
HP:0010067	Synonym('Absent/small 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010067	Synonym('Absent/underdeveloped 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010068	Broad first metatarsal
HP:0010068	Synonym('Wide 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010068	Synonym('Broad 1st metatarsal', scope='EXACT')
HP:0010068	Synonym('Enlarged first metatarsal', scope='EXACT')
HP:0010069	Bullet-shaped 1st metatarsal
HP:0010069	Synonym('Bullet-shaped 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010070	Curved 1st metatarsal
HP:0010070	Synonym('Curved 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010071	Osteolytic defects of the 1st metatarsal
HP:0010072	Patchy sclerosis of the 1st metatarsal
HP:0010072	Synonym('Uneven increase in bone density of the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010073	Synostosis involving the 1st metatarsal
HP:0010073	Synonym('Fusion involving the 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010074	Triangular shaped 1st metatarsal
HP:0010074	Synonym('Triangular shaped 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010075	Duplication of the 1st metatarsal
HP:0010075	Synonym('Duplicated 1st long bone of foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010075	Synonym('Duplicated first metatarsals', scope='EXACT')
HP:0010076	Aplasia/Hypoplasia of the distal phalanx of the hallux
HP:0010076	Synonym('Absent/small outermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010076	Synonym('Absent/underdeveloped outermost big toe bone', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010077	Broad distal phalanx of the hallux
HP:0010077	Synonym('Broad outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010077	Synonym('Wide outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010078	Bullet-shaped distal phalanx of the hallux
HP:0010078	Synonym('Bullet-shaped outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010079	Curved distal phalanx of the hallux
HP:0010079	Synonym('Curved outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010080	Osteolytic defects of the distal phalanx of the hallux
HP:0010081	Patchy sclerosis of the distal phalanx of the hallux
HP:0010081	Synonym('Uneven increase in bone density in the outermost bone of big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0010082	Symphalangism affecting the distal phalanx of the hallux
