,MIM Number,Preferred Title,symbol
13843,605892,EH DOMAIN-CONTAINING 4, EHD4
13844,605893,CDP-DIACYLGLYCEROL-INOSITOL 3-PHOSPHATIDYLTRANSFERASE, CDIPT
13845,605894,EP300-INTERACTING INHIBITOR OF DIFFERENTIATION 1, EID1
13846,605895,"EUKARYOTIC TRANSLATION INITIATION FACTOR 4E FAMILY, MEMBER 2", EIF4E2
13847,605896,ENDOTHELIN-CONVERTING ENZYME-LIKE 1, ECEL1
13848,605897,UDP-GLUCOSE:GLYCOPROTEIN GLUCOSYLTRANSFERASE 1, UGGT1
13849,605898,UDP-GLUCOSE:GLYCOPROTEIN GLUCOSYLTRANSFERASE 2, UGGT2
13850,605899,GLYCINE ENCEPHALOPATHY 1, GCE1
13851,605900,PDZ AND LIM DOMAIN PROTEIN 1, PDLIM1
13852,605901,UROCORTIN III, UCN3
13853,605902,UROCORTIN II, UCN2
13854,605903,PDZ AND LIM DOMAIN PROTEIN 7, PDLIM7
13855,605904,PDZ AND LIM DOMAIN PROTEIN 5, PDLIM5
13856,605905,DCN1 DOMAIN-CONTAINING PROTEIN 1, DCUN1D1
13857,605906,LIM DOMAIN-BINDING 3, LDB3
13858,605907,ALG1 CHITOBIOSYLDIPHOSPHODOLICHOL BETA-MANNOSYLTRANSFERASE, ALG1
13859,605908,MODULATOR OF VRAC CURRENT 1, MLC1
13860,605909,"PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET", PARK6
13861,605910,ANGIOPOIETIN-LIKE 4, ANGPTL4
13862,605911,3-HYDROXY-3-METHYLGLUTARYL-CoA SYNTHASE-2 DEFICIENCY, HMGCS2D
13863,605912,"MATRIX, EXTRACELLULAR, PHOSPHOGLYCOPROTEIN", MEPE
13864,605913,"BLEEDING DISORDER, EAST TEXAS TYPE",
13865,605914,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 12A", TNFRSF12A
13866,605915,TRANSDUCIN-BETA-LIKE 3, TBL3
13867,605916,"SPECTRIN, BETA, NONERYTHROCYTIC, 5", SPTBN5
13868,605917,TPX2 MICROTUBULE NUCLEATION FACTOR, TPX2
13869,605918,SPONDIN 2, SPON2
13870,605919,NERVE GROWTH FACTOR RECEPTOR-ASSOCIATED PROTEIN 1,
13871,605920,STAUFEN DOUBLE-STRANDED RNA-BINDING PROTEIN 2, STAU2
13872,605921,STROMAL INTERACTION MOLECULE 1, STIM1
13873,605922,MYOINOSITOL MONOPHOSPHATASE 2, IMPA2
13874,605923,SRY-BOX 8, SOX8
13875,605924,WD REPEAT-CONTAINING PROTEIN 4, WDR4
13876,605925,PERICENTRIN, PCNT
13877,605926,PROTEIN INTERACTING WITH C KINASE 1, PICK1
13878,605927,MDM2-BINDING PROTEIN, MDM2BP
13879,605928,ADP-RIBOSYLATION FACTOR-INTERACTING PROTEIN 1, ARFIP1
13880,605929,SORTING NEXIN 2, SNX2
13881,605930,SORTING NEXIN 3, SNX3
13882,605931,SORTING NEXIN 4, SNX4
13883,605932,BETAINE-HOMOCYSTEINE METHYLTRANSFERASE 2, BHMT2
13884,605933,DENDROCYTE-EXPRESSED 7-TRANSMEMBRANE PROTEIN, DCSTAMP
13885,605934,HOLOPROSENCEPHALY 6, HPE6
13886,605935,"ARTHROPATHY, EROSIVE",
13887,605936,BRIDGING INTEGRATOR 2, BIN2
13888,605937,SORTING NEXIN 5, SNX5
13889,605938,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS P PROTEIN, PIGP
13890,605939,"PHOSPHOLIPASE C, DELTA-4", PLCD4
13891,605940,"BRAIN-ABUNDANT SIGNAL PROTEIN, MEMBRANE-ATTACHED, 1", BASP1
13892,605941,"SPLICEOSOME-ASSOCIATED FACTOR 1, RECRUITER OF U4/U6.U5 tri-snRNP", SART1
13893,605942,DERMATAN SULFATE EPIMERASE, DSE
13894,605943,GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 1, GDE1
13895,605944,LIVER FIBROCYSTIC DISEASE AND POLYDACTYLY,
13896,605945,CRUMPLED HELICES AND SMALL MOUTH,
13897,605946,"METAPHYSEAL DYSPLASIA, BRAUN-TINSCHERT TYPE",
13898,605947,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS L PROTEIN, PIGL
13899,605948,"G PROTEIN-COUPLED RECEPTOR, FAMILY C, GROUP 5, MEMBER B", GPRC5B
13900,605949,"G PROTEIN-COUPLED RECEPTOR, FAMILY C, GROUP 5, MEMBER C", GPRC5C
13901,605950,RAS-ASSOCIATED PROTEIN RAB33B, RAB33B
13902,605951,DOLICHYL-PHOSPHATE MANNOSYLTRANSFERASE 3, DPM3
13903,605952,SORTING NEXIN 9, SNX9
13904,605953,"ARF GTPase-ACTIVATING PROTEIN WITH SH3 DOMAIN, ANKYRIN REPEAT, AND PH DOMAIN 1", ASAP1
13905,605954,FETUIN B, FETUB
13906,605955,NK6 HOMEOBOX 2, NKX6-2
13907,605956,NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN PROTEIN 2, NOD2
13908,605957,"DEAFNESS, AUTOSOMAL DOMINANT 6",
13909,605958,TRAF-INTERACTING PROTEIN, TRAIP
13910,605959,HR44 ANTIGEN,
13911,605960,EXOSOME COMPONENT 10, EXOSC10
13912,605961,PLEIOTROPIC REGULATOR 1, PLRG1
13913,605962,RAB9 EFFECTOR PROTEIN WITH KELCH MOTIFS, RABEPK
13914,605963,SORTING NEXIN 17, SNX17
13915,605964,SORTING NEXIN 15, SNX15
13916,605965,RAS AND RAB INTERACTOR 1, RIN1
13917,605966,HEPATOCYTE NUCLEAR FACTOR 4-GAMMA, HNF4G
13918,605967,ACROPECTORAL SYNDROME, ACRPS
13919,605968,RET FINGER PROTEIN-LIKE 1, RFPL1
13920,605969,RET FINGER PROTEIN-LIKE 2, RFPL2
13921,605970,RET FINGER PROTEIN-LIKE 3, RFPL3
13922,605971,"RET FINGER PROTEIN-LIKE 3, ANTISENSE", RFPL3S
13923,605972,"RET FINGER PROTEIN-LIKE 1, ANTISENSE", RFPL1S
13924,605973,DDB1- AND CUL4-ASSOCIATED FACTOR 7, DCAF7
13925,605974,"SLU7 HOMOLOG, SPLICING FACTOR", SLU7
13926,605975,SERINE/ARGININE REPETITIVE MATRIX PROTEIN 1, SRRM1
13927,605976,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 6, ZBTB6
13928,605977,"INNER MITOCHONDRIAL MEMBRANE PEPTIDASE, SUBUNIT 2", IMMP2L
13929,605978,VACUOLAR PROTEIN SORTING 13 HOMOLOG A, VPS13A
13930,605979,"SMALL NUCLEAR RNA-ACTIVATING PROTEIN COMPLEX, POLYPEPTIDE 5", SNAPC5
13931,605980,NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN PROTEIN 1, NOD1
13932,605981,UBIQUITIN-PROTEIN LIGASE E3 COMPONENT N-RECOGNIN 1, UBR1
13933,605982,WILMS TUMOR 1,
13934,605983,"PROTEIN PHOSPHATASE 2, STRUCTURAL/REGULATORY SUBUNIT A, ALPHA", PPP2R1A
13935,605984,EMBRYONIC ECTODERM DEVELOPMENT, EED
13936,605985,GRIP1-ASSOCIATED PROTEIN 1,
13937,605986,SERINE/THREONINE KINASE RECEPTOR-ASSOCIATED PROTEIN, STRAP
13938,605987,PROTEIN INHIBITOR OF ACTIVATED STAT3, PIAS3
13939,605988,DNA CROSS-LINK REPAIR PROTEIN 1C, DCLRE1C
13940,605989,PROTEIN INHIBITOR OF ACTIVATED STAT4, PIAS4
13941,605990,"NEPHROLITHIASIS, URIC ACID, SUSCEPTIBILITY TO",
13942,605991,NEURONAL GUANINE NUCLEOTIDE EXCHANGE FACTOR, NGEF
13943,605992,LIM HOMEOBOX PROTEIN 5, LHX5
13944,605993,"PYRUVATE DEHYDROGENASE PHOSPHATASE, CATALYTIC SUBUNIT 1", PDP1
13945,605994,"CYTOCHROME P450, FAMILY 39, SUBFAMILY A, POLYPEPTIDE 1", CYP39A1
13946,605995,KINESIN FAMILY MEMBER 1B, KIF1B
13947,605996,DECAPPING EXORIBONUCLEASE, DXO
13948,605997,"PROTEIN PHOSPHATASE 2, REGULATORY SUBUNIT B, GAMMA ISOFORM", PPP2R2C
13949,605998,HCLS1-ASSOCIATED PROTEIN X1, HAX1
13950,605999,"C-TYPE LECTIN DOMAIN FAMILY 10, MEMBER A", CLEC10A
13951,606000,BUTYROPHILIN-LIKE PROTEIN 2, BTNL2
13952,606001,INTERLEUKIN 32, IL32
13953,606002,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY 2", SCAN2
13954,606003,TRANSALDOLASE DEFICIENCY, TALDOD
13955,606004,"GOLGI-ASSOCIATED, GAMMA-ADAPTIN EAR-CONTAINING, ARF-BINDING PROTEIN 1", GGA1
13956,606005,"GOLGI-ASSOCIATED, GAMMA-ADAPTIN EAR-CONTAINING, ARF-BINDING PROTEIN 2", GGA2
13957,606006,"GOLGI-ASSOCIATED, GAMMA-ADAPTIN EAR-CONTAINING, ARF-BINDING PROTEIN 3", GGA3
13958,606007,"POLYMERASE III, RNA, SUBUNIT K", POLR3K
13959,606008,NATURAL KILLER CELL GROUP 7 SEQUENCE, NKG7
13960,606009,DOUBLE HOMEOBOX PROTEIN 4, DUX4
13961,606010,NUCLEAR RECEPTOR-BINDING PROTEIN 1, NRBP1
13962,606011,V-SET AND IMMUNOGLOBULIN DOMAINS-CONTAINING PROTEIN 2, VSIG2
13963,606012,"DEAFNESS, AUTOSOMAL DOMINANT 18", DFNA18
13964,606013,F-BOX ONLY PROTEIN 5, FBXO5
13965,606014,ARISTALESS-LIKE HOMEOBOX 3, ALX3
13966,606015,FAS APOPTOTIC INHIBITORY MOLECULE 3, FAIM3
13967,606016,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1, KEAP1
13968,606017,"POLYMERASE II, RNA, SUBUNIT D", POLR2D
13969,606018,EGF-LIKE REPEATS- AND DISCOIDIN I-LIKE DOMAINS-CONTAINING PROTEIN 3, EDIL3
13970,606019,EXOSOME COMPONENT 8, EXOSC8
13971,606020,OPA-INTERACTING PROTEIN 5, OIP5
13972,606021,PRAME NUCLEAR RECEPTOR TRANSCRIPTIONAL REGULATOR, PRAME
13973,606022,NUDIX HYDROLASE 9, NUDT9
13974,606023,"POLYMERASE II, RNA, SUBUNIT H", POLR2H
13975,606024,ZINC FINGER PROTEIN 268,
13976,606025,ZINC FINGER- AND BTB DOMAIN-CONTAINING PROTEIN 20, ZBTB20
13977,606026,"NEGATIVE ELONGATION FACTOR COMPLEX, MEMBER A", NELFA
13978,606027,CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR 1, CPSF1
13979,606028,CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR 2, CPSF2
13980,606029,CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR 3, CPSF3
13981,606030,ENHANCER OF mRNA DECAPPING 4, EDC4
13982,606031,WD REPEAT-CONTAINING PROTEIN 6, WDR6
13983,606032,SERINE/ARGININE REPETITIVE MATRIX PROTEIN 2, SRRM2
13984,606033,"POLYMERASE II, RNA, SUBUNIT K", POLR2K
13985,606034,"RIBONUCLEASE H2, SUBUNIT A", RNASEH2A
13986,606035,FASTING INSULIN LEVEL QUANTITATIVE TRAIT LOCUS 1, FIQTL1
13987,606036,ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR 2, ARNT2
13988,606037,CD96 ANTIGEN, CD96
13989,606038,"LYMPHOCYTE ANTIGEN 6 COMPLEX, LOCUS G6D", LY6G6D
13990,606039,HYDROXYCARBOXYLIC ACID RECEPTOR 3, HCAR3
13991,606040,WD REPEAT-CONTAINING PROTEIN 8, WDR8
13992,606041,SPARC-LIKE PROTEIN 1, SPARCL1
13993,606042,MYONEURIN, MYNN
13994,606043,ZINC FINGER PROTEIN 331, ZNF331
13995,606044,ZINC RIBBON DOMAIN-CONTAINING PROTEIN 2, ZNRD2
13996,606045,INTRAFLAGELLAR TRANSPORT 122, IFT122
13997,606046,SYNTAXIN 18, STX18
13998,606047,"LEUKOCYTE IMMUNOGLOBULIN-LIKE RECEPTOR, SUBFAMILY A, MEMBER 5", LILRA5
13999,606048,MEMBRANE-BOUND O-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 7, MBOAT7
14000,606049,"ACROMEGALOID FEATURES, OVERGROWTH, CLEFT PALATE, AND HERNIA",
14001,606050,UBIQUITIN D, UBD
14002,606051,SECRETION-REGULATING GUANINE NUCLEOTIDE EXCHANGE FACTOR, SERGEF
14003,606052,"SEIZURES, BENIGN FAMILIAL INFANTILE, 3",
14004,606053,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY, IDDAS
14005,606054,PROPIONIC ACIDEMIA,
14006,606055,PHOSPHATIDYLCHOLINE TRANSFER PROTEIN, PCTP
14007,606056,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIb", CDG2B
14008,606057,RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR 3, RAPGEF3
14009,606058,RAP GUANINE NUCLEOTIDE EXCHANGE FACTOR, RAPGEF4
14010,606059,"PROTEIN KINASE, cAMP-DEPENDENT CATALYTIC, INHIBITOR ALPHA", PKIA
14011,606060,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 12", DNAJC12
14012,606061,T-BOX TRANSCRIPTION FACTOR 20, TBX20
14013,606062,STRUCTURAL MAINTENANCE OF CHROMOSOMES 3, SMC3
14014,606063,EXONUCLEASE 1, EXO1
14015,606064,CD248 ANTIGEN, CD248
14016,606065,ATYPICAL CHEMOKINE RECEPTOR 4, ACKR4
14017,606066,LIM HOMEOBOX GENE 9, LHX9
14018,606067,OTORAPLIN, OTOR
14019,606068,RETINITIS PIGMENTOSA 28, RP28
14020,606069,"HEMOCHROMATOSIS, TYPE 4", HFE4
14021,606070,AMYOTROPHIC LATERAL SCLEROSIS 21, ALS21
14022,606071,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC", HMSN2C
14023,606072,RIPPLING MUSCLE DISEASE 2, RMD2
14024,606073,NADPH-DEPENDENT DIFLAVIN OXIDOREDUCTASE 1, NDOR1
14025,606074,"GLOBOSIDE ALPHA-1,3-N-ACETYLGALACTOSAMINYLTRANSFERASE", GBGT1
14026,606075,TWINKLE mtDNA HELICASE, TWNK
14027,606076,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 3", PIK3R3
14028,606077,RNA-BINDING MOTIF PROTEIN 15, RBM15
14029,606078,MYOCARDIN-RELATED TRANSCRIPTION FACTOR A, MRTFA
14030,606079,CD163 ANTIGEN-LIKE 1, CD163L1
14031,606080,"CHITINASE, ACIDIC", CHIA
14032,606081,TRANSLOCASE OF OUTER MITOCHONDRIAL MEMBRANE 70, TOMM70
14033,606082,"GOITER, MULTINODULAR 3", MNG3
14034,606083,POLYBROMO 1, PBRM1
14035,606084,CDC42 EFFECTOR PROTEIN 1, CDC42EP1
14036,606085,TESTIS-DERIVED TRANSCRIPT, TES
14037,606086,EUKARYOTIC TRANSLATION INITIATION FACTOR 5B, EIF5B
14038,606087,SYNEMIN, SYNM
14039,606088,"PHOSPHOLIPASE A2, GROUP IVB", PLA2G4B
14040,606089,BRAIN CYTOPLASMIC RNA 1, BCYRN1
14041,606090,CARNITINE OCTANOYLTRANSFERASE, CROT
14042,606091,SIALIC ACID-BINDING IMMUNOGLOBULIN-LIKE LECTIN 10, SIGLEC10
14043,606092,"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 14", DNAJC14
14044,606093,PEPTIDYL-PROLYL ISOMERASE G, PPIG
14045,606094,SIALIC ACID-BINDING IMMUNOGLOBULIN-LIKE LECTIN 12, SIGLEC12
14046,606095,PEPTIDYL-PROLYL ISOMERASE H, PPIH
14047,606096,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 12",
14048,606097,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS N PROTEIN, PIGN
14049,606098,SORTING NEXIN 6, SNX6
14050,606099,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 8", LGALS8
14051,606100,ADHESION G PROTEIN-COUPLED RECEPTOR E2, ADGRE2
14052,606101,ADHESION G PROTEIN-COUPLED RECEPTOR E3, ADGRE3
14053,606102,"PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE, TYPE I, GAMMA", PIP5K1C
14054,606103,SESTRIN 1, SESN1
14055,606104,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1",
14056,606105,"SOLUTE CARRIER FAMILY 44, MEMBER 1", SLC44A1
14057,606106,"SOLUTE CARRIER FAMILY 44, MEMBER 2", SLC44A2
14058,606107,"SOLUTE CARRIER FAMILY 44, MEMBER 4", SLC44A4
14059,606108,"PROTEIN PHOSPHATASE, MAGNESIUM/MANGANESE-DEPENDENT, 1A", PPM1A
14060,606109,NUDC DOMAIN-CONTAINING PROTEIN 1, NUDCD1
14061,606110,LY6/NEUROTOXIN 1, LYNX1
14062,606111,MELANIN-CONCENTRATING HORMONE RECEPTOR 2, MCHR2
14063,606112,RIBONUCLEASE P/MRP SUBUNIT p14, RPP14
14064,606113,"POP7 HOMOLOG, RIBONUCLEASE P/MRP SUBUNIT", POP7
14065,606114,"POP4 HOMOLOG, RIBONUCLEASE P/MRP SUBUNIT", POP4
14066,606115,RIBONUCLEASE P/MRP SUBUNIT p30, RPP30
14067,606116,RIBONUCLEASE P/MRP SUBUNIT p38, RPP38
14068,606117,RIBONUCLEASE P/MRP SUBUNIT p40, RPP40
14069,606118,"HPS3 BIOGENESIS OF LYSOSOMAL ORGANELLES COMPLEX 2, SUBUNIT 1", HPS3
14070,606119,SECRETED LY6/PLAUR DOMAIN-CONTAINING PROTEIN 1, SLURP1
14071,606120,"RIBOSOMAL RNA, MITOCHONDRIAL, 16S",
14072,606121,CGRP RECEPTOR COMPONENT, CRCP
14073,606122,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 19", TNFRSF19
14074,606123,RING FINGER PROTEIN 16, RNF16
14075,606124,RING FINGER PROTEIN 18, RNF18
14076,606125,TRIPARTITE MOTIF-CONTAINING PROTEIN 8, TRIM8
14077,606126,BCL2-LIKE 14, BCL2L14
14078,606127,MYOCARDIN, MYOCD
14079,606128,MYOCARDIN-RELATED TRANSCRIPTION FACTOR A,
14080,606129,DIAMOND-BLACKFAN ANEMIA 2, DBA2
14081,606130,RING FINGER PROTEIN 26, RNF26
14082,606131,TRIPARTITE MOTIF-CONTAINING PROTEIN 63, TRIM63
14083,606132,CDC42 EFFECTOR PROTEIN 2, CDC42EP2
14084,606133,CDC42 EFFECTOR PROTEIN 3, CDC42EP3
14085,606134,REV1 DNA-DIRECTED POLYMERASE, REV1
14086,606135,KALLIKREIN-RELATED PEPTIDASE 14, KLK14
14087,606136,RAS PROTEIN ACTIVATOR-LIKE 2, RASAL2
14088,606137,CELL GROWTH REGULATOR WITH EF-HAND DOMAIN 1, CGREF1
14089,606138,CELL GROWTH REGULATOR WITH RING FINGER DOMAIN 1, CGRRF1
14090,606139,KRUPPEL-LIKE FACTOR 16, KLF16
14091,606140,EXPORTIN 7, XPO7
14092,606141,RAN-BINDING PROTEIN 17, RANBP17
14093,606142,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 9", SLC2A9
14094,606143,FRIZZLED CLASS RECEPTOR 3, FZD3
14095,606144,RAS-ASSOCIATED PROTEIN RAB23, RAB23
14096,606145,"SOLUTE CARRIER FAMILY 2 (FACILITATED GLUCOSE TRANSPORTER), MEMBER 10", SLC2A10
14097,606146,FRIZZLED CLASS RECEPTOR 8, FZD8
14098,606147,FRIZZLED CLASS RECEPTOR 10, FZD10
14099,606148,FATTY ACID DESATURASE 1, FADS1
14100,606149,FATTY ACID DESATURASE 2, FADS2
14101,606150,FATTY ACID DESATURASE 3, FADS3
14102,606151,BBS2 GENE, BBS2
14103,606152,"SOLUTE CARRIER FAMILY 19 (THIAMINE TRANSPORTER), MEMBER 3", SLC19A3
14104,606153,"ATP SYNTHASE F1, SUBUNIT EPSILON", ATP5F1E
14105,606154,MUCIN 16, MUC16
14106,606155,BARAITSER-WINTER SYNDROME 1,
14107,606156,SENER SYNDROME,
14108,606157,PANTOTHENATE KINASE 2, PANK2
14109,606158,BSCL2 GENE, BSCL2
14110,606159,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3, NBIA3
14111,606160,PANTOTHENATE KINASE 1, PANK1
14112,606161,PANTOTHENATE KINASE 3, PANK3
14113,606162,PANTOTHENATE KINASE 4, PANK4
14114,606163,"CARDIOMYOPATHY, FATAL FETAL, DUE TO MYOCARDIAL CALCIFICATION",
14115,606164,DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS, DBA15
14116,606165,BOL-LIKE, BOLL
14117,606166,1-ACYLGLYCEROL-3-PHOSPHATE O-ACYLTRANSFERASE 2,
14118,606167,G PROTEIN-COUPLED RECEPTOR 132, GPR132
14119,606168,DEAD-BOX HELICASE 20, DDX20
14120,606169,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblD TYPE",
14121,606170,GENITOPATELLAR SYNDROME, GTPTS
14122,606171,tRNA SERINE (ANTICODON TGA) 2-1, TRS-TGA2-1
14123,606172,tRNA SERINE (ANTICODON TGA) 4-1, TRS-TGA4-1
14124,606173,"GRPE-LIKE 1, MITOCHONDRIAL", GRPEL1
14125,606174,"BACULUM, CONGENITAL ABSENCE OF",
14126,606175,CARNITINE ACETYLTRANSFERASE DEFICIENCY,
14127,606176,"DIABETES MELLITUS, PERMANENT NEONATAL, 1", PNDM1
14128,606177,PARS PLANITIS,
14129,606178,HEDGEHOG-INTERACTING PROTEIN, HHIP
14130,606179,ANEURYSMAL BONE CYSTS,
14131,606180,EXOSOME COMPONENT 9, EXOSC9
14132,606181,DEAD-BOX HELICASE 24, DDX24
14133,606182,"TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 9", TNFSF9
14134,606183,LARYNGEAL ABDUCTOR PARALYSIS WITH CEREBELLAR ATAXIA AND MOTOR NEUROPATHY,
14135,606184,"A DISINTEGRIN-LIKE AND METALLOPROTEINASE WITH THROMBOSPONDIN TYPE 1 MOTIF, 12", ADAMTS12
14136,606185,TUMOR PROTEIN p53-INDUCIBLE NUCLEAR PROTEIN 1, TP53INP1
14137,606186,CALCYCLIN-BINDING PROTEIN, CACYBP
14138,606187,ALZHEIMER DISEASE 7,
14139,606188,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 28, ADAM28
14140,606189,CYSTEINE-RICH MOTOR NEURON PROTEIN 1, CRIM1
14141,606190,"MENINGIOMA, RADIATION-INDUCED",
14142,606191,FORMIN-BINDING PROTEIN 1, FNBP1
14143,606192,BUTYROPHILIN-LIKE PROTEIN 3, BTNL3
14144,606193,"SOLUTE CARRIER FAMILY 13 (SODIUM/SULFATE SYMPORTER), MEMBER 1", SLC13A1
14145,606194,"KERATIN 23, TYPE I", KRT23
14146,606195,IROQUOIS HOMEOBOX PROTEIN 5, IRX5
14147,606196,IROQUOIS HOMEOBOX PROTEIN 6, IRX6
14148,606197,IROQUOIS HOMEOBOX PROTEIN 1, IRX1
14149,606198,IROQUOIS HOMEOBOX PROTEIN 2, IRX2
14150,606199,IROQUOIS HOMEOBOX PROTEIN 4, IRX4
14151,606200,"BASIC HELIX-LOOP-HELIX FAMILY, MEMBER E41", BHLHE41
14152,606201,WOLFRAMIN ER TRANSMEMBRANE GLYCOPROTEIN, WFS1
14153,606202,"SOLUTE CARRIER FAMILY 45, MEMBER 2", SLC45A2
14154,606203,GRB2-ASSOCIATED BINDING PROTEIN 2, GAB2
14155,606204,"LYMPHOCYTE ANTIGEN 6 COMPLEX, LOCUS D", LY6D
14156,606205,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER, L-PROLINE), MEMBER 7", SLC6A7
14157,606206,METALLOTHIONEIN 4, MT4
14158,606207,"SOLUTE CARRIER FAMILY 28 (SODIUM-COUPLED NUCLEOSIDE TRANSPORTER), MEMBER 1", SLC28A1
14159,606208,"SOLUTE CARRIER FAMILY 28 (SODIUM-COUPLED NUCLEOSIDE TRANSPORTER), MEMBER 2", SLC28A2
14160,606209,YKT6 v-SNARE HOMOLOG, YKT6
14161,606210,SELENOPROTEIN N, SELENON
14162,606211,SIRTUIN 6, SIRT6
14163,606212,SIRTUIN 7, SIRT7
14164,606213,"SIGNAL SEQUENCE RECEPTOR, GAMMA", SSR3
14165,606214,"SPECTRIN, BETA, NONERYTHROCYTIC, 4", SPTBN4
14166,606215,ATRIOVENTRICULAR SEPTAL DEFECT, AVSD
14167,606216,METHIONINE SULFOXIDE REDUCTASE B1, MSRB1
14168,606217,"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2", AVSD2
14169,606218,SELENOPHOSPHATE SYNTHETASE 2, SEPHS2
14170,606219,TUMOR NECROSIS FACTOR RECEPTOR-ASSOCIATED PROTEIN 1, TRAP1
14171,606220,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE, FACIAL ANOMALIES, AND SPEECH DEFECTS", IDDSFAS
14172,606221,IKAROS FAMILY ZINC FINGER 3, IKZF3
14173,606222,"IMMUNOGLOBULIN SUPERFAMILY, MEMBER 6", IGSF6
14174,606223,"PROTEASOME 26S SUBUNIT, NON-ATPASE, 2", PSMD2
14175,606224,"5-PRIME-NUCLEOTIDASE, CYTOSOLIC IIIA", NT5C3A
14176,606225,"TASTE RECEPTOR TYPE 1, MEMBER 1", TAS1R1
14177,606226,"TASTE RECEPTOR TYPE 1, MEMBER 2", TAS1R2
14178,606227,MEMBRANE-TYPE FRIZZLED-RELATED PROTEIN, MFRP
14179,606228,ARGONAUTE RISC COMPONENT 1, AGO1
14180,606229,ARGONAUTE RISC COMPONENT 2, AGO2
14181,606230,SH3 AND MULTIPLE ANKYRIN REPEAT DOMAINS 3, SHANK3
14182,606231,"ADAPTOR PROTEIN, PHOSPHOTYROSINE INTERACTION, PH DOMAIN, AND LEUCINE ZIPPER-CONTAINING PROTEIN 2", APPL2
14183,606232,PHELAN-MCDERMID SYNDROME, PHMDS
14184,606233,PROKINETICIN 1, PROK1
14185,606234,IKAROS FAMILY ZINC FINGER 2, IKZF2
14186,606235,THIOREDOXIN REDUCTASE 3, TXNRD3
14187,606236,"ASPSCR1 TETHER FOR SLC2A4, UBX DOMAIN-CONTAINING", ASPSCR1
14188,606237,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR-ASSOCIATED PROTEIN 1, TGFBRAP1
14189,606238,IKAROS FAMILY ZINC FINGER 5, IKZF5
14190,606239,IKAROS FAMILY ZINC FINGER 4, IKZF4
14191,606240,"THYROID CANCER, NONMEDULLARY, 3", NMTC3
14192,606241,"DICER 1, RIBONUCLEASE III", DICER1
14193,606242,KONDOH SYNDROME,
14194,606243,ALVEOLAR SOFT PART SARCOMA, ASPS
14195,606244,SIGNAL-TRANSDUCING ADAPTOR MOLECULE 2, STAM2
14196,606245,SUZ12 POLYCOMB REPRESSIVE COMPLEX 2 SUBUNIT, SUZ12
14197,606246,JAZF ZINC FINGER 1, JAZF1
14198,606247,STAM-BINDING PROTEIN, STAMBP
14199,606248,QUINOLINATE PHOSPHORIBOSYLTRANSFERASE, QPRT
14200,606249,"PROTEIN KINASE, LYSINE-DEFICIENT 2", WNK2
